Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logFC	KLRGlo-LCMV-7d vs. RNA-LCMV-0d FDR	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logCPM
NM_011204	Ptpn13|AI324989|PTP-BL|PTPL1|Ptpri|RIP|-|5 E-F|5 50.43 cM|protein-coding	-5.69848620788211	4.3176786011975894e-19	5.01485027867213
NM_009655	Alcam|AI853494|BEN|CD166|DM-GRASP|MuSC|SC1|-|16 B5|16|protein-coding	-5.694410616486519	9.72666214732869e-19	4.801392825992821
NM_028390	Anln|1110037A17Rik|2900037I21Rik|C78101|Scraps|-|9|9 A4|protein-coding	-5.681812292739741	3.981624540429879e-17	4.01140287700139
NM_007646	Cd38|ADPRC 1|Cd38-rs1|-|5 B3|5 23.85 cM|protein-coding	-5.67491832067516	3.62538932615524e-14	2.89757994945627
NM_173762	Cenpe|312kDa|AU019344|BC049989|C530022J18|CENP-E|Kif10|-|3 H2|3 62.55 cM|protein-coding	-5.669652101483161	1.3204190892196001e-18	4.7772011743528395
NM_023128	Palm|-|-|10 C1|10 39.72 cM|protein-coding	-5.66235635467113	1.8708670775976896e-19	5.37494180842641
NM_144526	Fam64a|2610008F03Rik|6720460F02Rik|AI115087|CATS|RP23-207N15.1|11 B4|11|protein-coding	-5.646812696832191	2.40394639989775e-15	3.33989749376846
NM_011234	Rad51|AV304093|Rad51a|Reca|RP23-15I21.4|2 F1|2 59.92 cM|protein-coding	-5.63327481904457	5.11818693054748e-19	5.133968881024741
NM_026410	Cdca5|2610036L13Rik|AL024086|AW536684|C85404|-|19 A|19|protein-coding	-5.62959186588807	1.2754336856240799e-18	4.881026219508651
NM_027263	Apitd1|2610040C18Rik|2810407L01Rik|CENP-S|RP23-249G3.3|4 E2|4|protein-coding	-5.62591418429397	1.13040667142475e-14	3.10393641443609
NM_009013	Rad51ap1|2510006L10Rik|RAB22|-|6 F3|6 61.92 cM|protein-coding	-5.62005037893815	1.0352236778101399e-15	3.50153050692898
NM_001093766	Myadm|D7Wsu62e|-|7 A1|7 1.92 cM|protein-coding	-5.57391671915534	3.2837151473586198e-18	4.75698188653815
NM_175554	Clspn|B130025E01|C85083|E130314M08Rik|RP23-204N19.4|4 D2.2|4|protein-coding	-5.572372047792621	8.87993441343606e-19	5.13061273674357
NM_025979	Mastl|2700091H24Rik|C88295|GW|GWL|MAST-L|THC2|-|2 A3|2|protein-coding	-5.56609715854403	7.62925947987047e-16	3.61510215462504
NM_177372	Dna2|Dna2l|E130315B21Rik|-|10 B4|10|protein-coding	-5.5626265597257	9.2153926859309e-17	4.018724714672991
NM_009104	Rrm2|AA407299|R2|-|12 A1.3|12 8.5 cM|protein-coding	-5.55757614983724	1.86431385147237e-20	7.1486075249850405
NM_172723	Adap1|4930431P11Rik|Centa1|GC1L|p42IP4|-|5 G2|5|protein-coding	-5.536989294131381	1.3388645666959499e-19	6.004997404880281
NM_030887	Jdp2|Jundm2|Jundp2|TIF|-|12|12 D3|protein-coding	-5.51284852087182	4.29649380285546e-14	2.9946228163342297
NM_011623	Top2a|Top-2|RP23-333D2.5|11 D|11 62.91 cM|protein-coding	-5.5102295550962905	1.80828630684457e-20	7.9961587863872
NM_026560	Cdca8|4831429J16Rik|AU044747|BOR|Borealin|D4Ertd421e|DasraB|MESRGP|RP23-168M5.8|4 D2.2|4 57.93 cM|protein-coding	-5.48541947575904	2.6990122520800897e-19	5.925000277625509
NM_009910	Cxcr3|Cd183|Cmkar3|RP23-49C8.4|X D|X 44.58 cM|protein-coding	-5.48213654223867	1.98174497701154e-20	8.39775968059061
NM_001163359	Fignl1|-|RP23-373H2.1|11|11 A2|protein-coding	-5.47981595365316	5.16049411710631e-18	4.8649350090788
NM_001081970	Apol8|9830006J20Rik|APOL-II|Apol2|-|15 E1|15|protein-coding	-5.476115626380251	3.4709536893231397e-13	2.70582397220194
NM_009015	Rad54l|RAD54|RP23-383D12.1|4 D1|4|protein-coding	-5.45239950913018	7.849071945271621e-17	4.22853693233995
NM_001141977	Tpx2|2610005B21Rik|DIL2|REPP86|p100|RP23-414F8.1|2|2 H2|protein-coding	-5.4234037463744995	8.03367701881849e-19	5.706520127702559
NM_009565	Zbtb7b|Thpok|Zfp67|c-Krox|-|3 A1-A2|3 39.09 cM|protein-coding	-5.42308372379626	4.846031246771269e-18	5.03904043910205
NM_001163610	Nhsl2|1110062M06Rik|6430511F03|AI225852|AW488865|EG621083|ENSMUSG00000073037|Gm10456|RP23-448C18.1|X D|X|protein-coding	-5.41718656240111	8.024170068492891e-17	4.2861628801649205
NM_027975	Fam83d|2310007D09Rik|BB104611|RP23-119H5.1|2 H1|2|protein-coding	-5.39222396131873	9.022000550479121e-13	2.62519656207839
NM_023284	Nuf2|2410003C07Rik|AU044112|C85691|Cdca1|NUF2R|-|1 H2.3-H3|1|protein-coding	-5.37666694697947	4.91211173207429e-16	3.95166215196913
NM_001042653	Oip5|5730547N13Rik|Lint-25|Ms18b|RP23-22A15.3|2 E5|2|protein-coding	-5.3300088463491395	9.18671523857951e-14	3.0336292287416398
NM_001146287	Cables1|Cables|ik3-1|-|18|18 A2|protein-coding	-5.2928728596733	2.1577135330837602e-11	2.2231474409038503
NM_008982	Ptprj|AI450271|BET|Byp|CD148|DEP-1|PTPbeta2|Ptpb2|RPTPJ|Scc-1|Scc1|RP24-113P16.2|2 E1-2|2 50.19 cM|protein-coding	-5.2800585865441105	5.56893553314696e-18	5.498552338664969
NM_001015046	Rap1gap2|AU067654|Garnl4|Gm1561|mKIAA1039|RP23-20M18.15|11 B5|11|protein-coding	-5.26515571003749	4.4014356100316e-19	7.58809966166561
NM_023044	Slc15a3|Ci1|cI-1|-|19|19 B|protein-coding	-5.2584028660229505	2.0933735281876e-13	2.9647287039574395
NM_007669	Cdkn1a|CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF|-|17 A3.3|17 15.12 cM|protein-coding	-5.22761129543798	2.9144881465369e-15	3.8073443000461205
NM_009848	Entpd1|2610206B08Rik|AA408691|Cd39|NTPDase-1|-|19 C3|19 34.25 cM|protein-coding	-5.217795566935179	2.06484956205437e-14	3.42671462098122
NM_019429	Prss16|AI448615|TSSP|RP23-9O16.20-001|13 A3-A5|13 8.12 cM|protein-coding	-5.21574385044208	6.322189673620809e-12	2.4562038106384
NM_009855	Cd80|B71|Cd28l|Ly-53|Ly53|MIC17|TSA1|-|16 B5|16 26.86 cM|protein-coding	-5.200001206720599	1.5120944935919098e-12	2.69375554302589
NM_001198894	Gpr56|Cyt28|TM7LN4|TM7XN1|-|8 D1|8 47.12 cM|protein-coding	-5.1983625258179105	6.9133386110294894e-15	3.6656678077165896
NM_001004140	Ckap2|AI461656|AW228814|LB1|-|8 A2|8|protein-coding	-5.19597285338301	9.15302689566153e-17	4.7643142608053095
NM_011176	St14|Epithin|MT-SP1|Prss14|Tmprss14|mCAP3|matriptase|-|9 A4|9 16.61 cM|protein-coding	-5.17929620023135	5.33274363289816e-16	4.30026299242864
NM_212445	Kdelc2|2010004J24Rik|4833410J10Rik|AW549401|-|9 A5.3|9|protein-coding	-5.17305962744851	7.60499646468143e-11	2.1091789667628
NM_053190	S1pr5|Edg8|S1P5|lpB4|-|9|9 A4|protein-coding	-5.12595293553772	2.61767487343711e-16	4.6404002516225304
NM_153094	Klrb1f|A630024B12Rik|Nkr-p1f|Nkrp1-f|Nkrp1f|-|6 F3|6|protein-coding	-5.12269729757864	1.76711923427581e-11	2.3674695295762898
NM_144818	Ncaph|A730011O11Rik|Brrn1|HCAP-H|mKIAA0074|-|2 F1|2|protein-coding	-5.121664765577981	2.71982925986469e-17	5.50986069463056
NM_011121	Plk1|Plk|STPK13|-|7 F3|7 65.52 cM|protein-coding	-5.09015626166413	4.0160995041279497e-17	5.479313872550599
NM_145535	Sdcbp2|-|RP23-419G21.7|2 G3|2|protein-coding	-5.0873166659026	1.27814956884028e-16	5.00028698677933
NM_008652	Mybl2|B-Myb|Bmyb|RP23-335N12.7|2 H2|2 84.0 cM|protein-coding	-5.05145990351971	7.72758785803264e-16	4.51002459770692
NM_001290762	Nmral1|1110025F24Rik|AI256624|-|16 A1|16 2.46 cM|protein-coding	-5.02925999601703	4.290415261899729e-15	4.07829177993914
NM_001284428	Smtn|smsmo|-|11|11 A2-A3|protein-coding	-4.99518221638881	7.646295013525069e-14	3.47003076312576
NM_013820	Hk2|AI642394|HKII|-|6 C3|6 35.94 cM|protein-coding	-4.99382116346447	3.27950869123375e-16	4.99414786553306
NM_010194	Fes|AI586313|BB137047|FPS|c-fes|-|7 D3|7 45.65 cM|protein-coding	-4.93943934856363	1.66998375230121e-14	3.91047240263441
NM_133762	Ncapg2|5830426I05Rik|Luzp5|Mtb|mCAP-G2|-|12 F2|12|protein-coding	-4.93120030721525	1.49764349962275e-16	5.65835004837549
NM_199007	Sgol2|1110007N04Rik|4932411A20Rik|5730576N04Rik|AU018846|AV008062|D1Ertd8e|Tripin|-|1 C1.3|1 28.86 cM|protein-coding	-4.9224908572957	1.13040667142475e-14	4.0524566491901295
NM_001033308	Themis2|ICB-1|RP23-442A20.5|4 D2.3|4|protein-coding	-4.89300578966705	3.5319744380918296e-15	4.47155115064262
NM_009773	Bub1b|AU045529|BUBR1|RP23-204G5.1|2 E5|2|protein-coding	-4.87754732911236	2.6953229323315904e-16	5.65524375076753
NM_008495	Lgals1|AA410090|Gal-1|Galbp|L-14.5|L14|Lect14|galectin-1|-|15 E|15 37.7 cM|protein-coding	-4.85615286799776	2.71982925986469e-17	9.76907850000353
NM_181819	Wfikkn2|2610304F08Rik|AY100450|Gasp1|WFIKKNRP|RP23-244C22.2|11|11 C|protein-coding	-4.85478493125408	1.2725047122091202e-16	6.38212857566117
NM_007708	Cit|C030025P15Rik|CRIK|CRIK-SK|Cit-k|-|5 F|5|protein-coding	-4.84453073046726	1.95090049339148e-15	4.85014411509008
NM_013652	Ccl4|AT744.1|Act-2|MIP-1B|Mip1b|Scya4|RP23-320E6.8|11 C|11 51.09 cM|protein-coding	-4.82888886012316	3.28601435542247e-15	4.70678775690033
NM_021302	Stk32c|PKE|Pkek|YANK3|MNCb-1563|7 F4|7|protein-coding	-4.81592670102994	1.05377249886077e-12	3.17554484724807
NM_011597	Tjp2|ZO-2|-|19 C1|19|protein-coding	-4.81592670102994	1.05377249886077e-12	3.17554484724807
NM_001045513	Raph1|9430025M21Rik|C730009O10Rik|Lpd|-|1 C2|1|protein-coding	-4.81373301935451	4.381308126798839e-15	4.64677784728686
NM_008737	Nrp1|C530029I03|NP-1|NPN-1|Npn1|Nrp|-|8 E|8 75.78 cM|protein-coding	-4.81183431526397	3.33699470741747e-16	5.98728103320399
NM_001042421	Kntc1|D330012D13|-|5 F|5|protein-coding	-4.80337864630199	8.50720957616303e-15	4.43928153194836
NM_010858	Myl4|ALC1|AMLC|ELC|ELC1a|GT1|MLC1a|Myla|RP23-380H19.3|11 E|11 67.79 cM|protein-coding	-4.80102058142554	5.28789298338351e-10	2.0628957544500404
NM_172449	Bzrap1|D230016K05|PRAX-1|mKIAA0612|RP23-449P23.4|11 C|11|protein-coding	-4.7665926619854595	1.95090049339148e-15	5.1977475495415595
NM_029249	Parpbp|4930547N16Rik|AI503644|PARI|-|10 C2|10|protein-coding	-4.76520989775466	5.42359178312788e-14	3.9745169973945
NM_011337	Ccl3|AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP1-alpha|Mip1a|Scya3|RP23-320E6.7|11 C|11 51.04 cM|protein-coding	-4.76080047060193	3.70440991126115e-15	4.924634461220401
NM_023294	Ndc80|2610020P18Rik|AV139730|HEC|HEC1|Kntc2|-|17|17 E2|protein-coding	-4.75118761810579	4.1624645110743797e-14	4.096885310317241
NM_009387	Tk1|D530002A18Rik|Tk-1|Tk1a|Tk1b|RP23-151N19.8|11 E1-E2|11 82.96 cM|protein-coding	-4.72312123784506	4.19638245628957e-15	5.02839422313676
NM_027014	Gins1|2810418N01Rik|Gins4|PSF1|mKIAA0186|RP23-193L22.1|2|2 H1|protein-coding	-4.69174137485228	2.41925506409984e-12	3.17992822769423
NM_019980	Litaf|3222402J11Rik|C85531|N4WBP3|TBX1|-|16|16 B1-B3|protein-coding	-4.68752929278771	6.90341598559506e-15	4.96049614281837
NM_001101516	Gpr25|Gm1300|-|1 E4|1|protein-coding	-4.687004775002349	1.8215132791947197e-11	2.7708710643917205
NM_145588	Kif22|AU021460|C81217|Kid|Kif22a|-|7 F3|7 69.29 cM|protein-coding	-4.68575751181032	2.618499028656e-15	5.494345302321411
NM_134133	Smim3|2010002N04Rik|AI195350|AW561905|Nid67|cI-41|-|18 D3|18|protein-coding	-4.655978616701519	6.57267487368359e-13	3.55294687702968
NM_175088	Mdfic|Kdt1|Mdfid|-|6 A1|6|protein-coding	-4.649754492223019	8.175392205261359e-15	5.05470974310122
NM_134082	Farp1|AW228844|BC030329|Cdep|-|14 E5|14|protein-coding	-4.62839572067292	2.1348741947644197e-13	3.9131734619433796
NM_010370	Gzma|AW494114|Ctla-3|Ctla3|Hf|SE1|TSP-1|TSP1|-|13 D|13 63.93 cM|protein-coding	-4.60708521843921	1.1977383652995e-15	7.25160716530705
NM_183224	Fam19a3|7530404M11Rik|TAFA3|Tafa-3|-|3 F2.2|3|protein-coding	-4.57968026526675	5.8180878141772e-11	2.66935798820374
NM_177855	Med12l|A130035F20|A630079M02|AU044581|TRALPUSH|-|3 D|3|protein-coding	-4.57543410795164	3.93967046315786e-13	3.86267154979379
NM_023223	Cdc20|2310042N09Rik|C87100|p55CDC|RP23-145E1.5|4 D2.1|4|protein-coding	-4.57156658188053	5.52765943416231e-15	5.8099791439025
NM_008013	Fgl2|AI385601|musfiblp|-|5 A3|5 9.83 cM|protein-coding	-4.56211830728492	1.3883451369505102e-12	3.54961737229684
NM_028679	Irak3|4833428C18Rik|AI563835|IRAK-M|-|10 D2|10|protein-coding	-4.5616678998318205	3.6956696195610403e-13	3.9158047051378597
NM_033078	Klrk1|D6H12S2489E|NKG2-D|Nkg2d|-|6 F3|6 63.44 cM|protein-coding	-4.54616010305171	4.03967834186561e-15	6.52413240519851
NM_025639	Cenpm|2610019I03Rik|AI853711|Pane1|-|15 E2|15|protein-coding	-4.54433450029561	1.68984285731029e-12	3.5327154524870097
NM_013649	Ryk|AW536699|ERK-3|Vik|-|9 F1|9 54.72 cM|protein-coding	-4.54304199989429	4.19372302631812e-11	2.7824011734892498
NM_009694	Apobec2|Arp1|-|17 C|17 24.02 cM|protein-coding	-4.52333921672368	3.80479784656104e-14	4.93375282745244
NM_007609	Casp4|Casp11|Caspl|ich-3|-|9 A1|9 2.46 cM|protein-coding	-4.52081273982674	6.322189673620809e-12	3.23536838726748
NM_001033290	Gpr55|Gm218|Lpir1|-|1 C5|1|protein-coding	-4.52062190155965	2.46485306295692e-13	4.16875129955235
NM_177733	E2f2|9230110J10|E130207A07|RP23-118A9.2|4 D3|4|protein-coding	-4.51309423468095	4.05074709843946e-15	7.0228686782621805
NM_013733	Chaf1a|AL023013|AL024058|CAF-1|Cac1p|-|17|17 D|protein-coding	-4.509013194799469	2.1457565572852403e-14	5.3250422145418
NM_001145920	Runx2|AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a|-|17 B3|17 21.33 cM|protein-coding	-4.508676936804389	3.81086600201861e-15	7.228203726977889
NM_153142	Slc35e4|A330108F03Rik|AI414849|AI536442|RP23-128G5.5|11 A1|11|protein-coding	-4.47786085999133	1.72948747257643e-10	2.57344052056772
NM_001161712	Gcat|AI526977|Kbl|-|15 E1|15 37.7 cM|protein-coding	-4.45952309811082	3.2146626805000796e-11	2.95987589508023
NM_010170	F2rl2|F730031A08|PAR3|-|13 D1|13 50.38 cM|protein-coding	-4.453421518622741	1.05970079937961e-12	3.8761781962584
NM_019641	Stmn1|19k|Lag|Lap18|Op18|P18|P19|Pig|Pp17|Pp18|Pp19|Pr22|Smn|-|4 D3|4 66.76 cM|protein-coding	-4.42776859892492	2.97350402903688e-10	2.52639819412568
NM_001033419	Ceacam16|Gm769|-|7 A3|7|protein-coding	-4.42776859892492	2.97350402903688e-10	2.52639819412568
NM_001025779	Cdc6|CDC18L|RP23-333D2.2|11|11 D|protein-coding	-4.42026736953222	3.2710400807946596e-13	4.402651442517599
NM_001145799	Ctla2a|Ctla-2a|-|13 B2|13 32.56 cM|protein-coding	-4.40922940206166	1.2748820845257799e-14	7.0819190154318
NM_009860	Cdc25c|Cdc25|-|18 B1|18 18.71 cM|protein-coding	-4.39931668658441	6.116091959987529e-11	2.90313671608283
NM_026988	Ptms|2610009E16Rik|-|6 F2|6|protein-coding	-4.38821391470878	4.91965992297697e-14	5.6522736582474895
NM_025404	Arl4d|1110036H21Rik|ARL6|AW456149|Arf4l|Arfl4|Arl5|RP23-382C19.6|11 D|11|protein-coding	-4.38548678142475	1.38601930665147e-13	4.9781892863660495
NM_013753	Pald1|MMPAL|Pald|mKIAA1274|-|10 B4|10|protein-coding	-4.368306081065359	5.56877411522774e-10	2.4706868634991404
NM_028013	Endod1|2210414F18Rik|2310067E08Rik|C85344|-|9|9 A3|protein-coding	-4.36312066335348	1.06758291422442e-13	5.277172599007059
NR_110987	Lmtk3|BC059845|aatyk3|-|7 B4|7|protein-coding	-4.34525710158139	1.8998740568025798e-10	2.73002351033065
NM_033612	Cela1|1810009A17Rik|1810062B19Rik|Ela-1|Ela1|PC-TsF|-|15 F1-F3|15 56.38 cM|protein-coding	-4.33238453755513	1.80373546571135e-09	2.27309276557232
NM_026282	Spc24|2410030K01Rik|AV109292|Spbc24|-|9 A3|9|protein-coding	-4.32914897564861	6.52728174771407e-13	4.47527396513643
NM_010304	Gna15|G[a]15|Galpha15|-|10 C1|10 39.72 cM|protein-coding	-4.312304804300109	5.0549494256502294e-14	6.653409884536201
NM_008021	Foxm1|AA408308|AW554517|BB238854|Fkh16|Foxm1b|HFH-11B|MPHOSPH2|Mpm2|WIN|-|6 F3|6 62.98 cM|protein-coding	-4.3088510349747	1.23219093361475e-13	5.59400283600453
NM_172301	Ccnb1|Ccnb1-rs1|Ccnb1-rs13|CycB1|Cycb-4|Cycb-5|Cycb1-rs1|-|13 D1|13 53.23 cM|protein-coding	-4.29492476088107	2.7275470612638898e-11	3.29682010542601
NM_001039556	Rad54b|E130016E03Rik|RP23-242O9.3|4 A1|4|protein-coding	-4.28901202421347	2.03080093333169e-10	2.7995472057689397
NR_033402	Tyms|Ts|-|5 B1|5 15.81 cM|protein-coding	-4.2672022575432305	2.2399206274971698e-13	5.46627648186275
NM_027667	Arhgap19|4933411B03Rik|AI120128|AW546831|mFLJ00368|-|19|19 D1|protein-coding	-4.26684978359816	1.9033938298970398e-13	5.60457591483531
NM_001134385	Gpr160|1700025D19Rik|GPCR150|-|3|3 B|protein-coding	-4.26556231094752	7.481554840846179e-12	3.7590140973075896
NM_001162884	Igsf10|6530405F15Rik|9030224D03|AA409708|AA536958|AI414626|Adlican2|CMF608|-|3 D|3|protein-coding	-4.2642929666796405	8.93309471970521e-09	2.02484955116721
NM_144553	Dlgap5|C77459|C86398|Dap-5|Dlg7|Hurp|mKIAA0008|-|14 C1|14 24.6 cM|protein-coding	-4.25431757342243	4.91021543563877e-13	5.0103514686370305
NM_021398	Slc43a3|Eeg1|SEEEG-1|RP23-232L15.1|2 E1|2|protein-coding	-4.24990930381293	5.9200847664498e-13	4.929984884875
NM_001099217	Ly6c2|Ly-6C.2|Ly-6C2|-|15 D3|15|protein-coding	-4.24896488743613	5.1073749030507495e-14	8.73990331524043
NM_008504	Gzmm|Lmet1|MMET-1|-|10 C|10 39.72 cM|protein-coding	-4.24711311693837	3.88673013129756e-12	4.0597703906708995
NM_172578	Mis18bp1|6720403H11|C79407|Knl2|mKIAA1903|-|12 C1|12|protein-coding	-4.24350674981603	2.56555474147938e-12	4.23515391265328
NM_011452	Serpinb9b|1600019A21Rik|R86|SPI-CI|Spi10|ovalbumin|RP23-391I11.4|13 A3.3|13 13.79 cM|protein-coding	-4.24085862099882	1.04476943587829e-09	2.49886331052143
NM_029075	Stx11|5830405C08Rik|-|10 A1|10|protein-coding	-4.23159980161487	4.40106956579336e-13	5.23812358275334
NM_011015	Orc1|AA545195|MmORC1|Orc1l|RP23-406B13.5|4|4 D|protein-coding	-4.22072837461737	6.06233678157037e-11	3.2270871179654104
NM_025980	Nrarp|2700054M22Rik|RP23-132N23.2|2 A3|2|protein-coding	-4.20214720379348	4.5383832919194004e-12	4.15346492684466
NM_027411	Spdl1|1700018I02Rik|2600001J17Rik|2810049B11Rik|AA409762|Ccdc99|RP23-329D21.1|11|11 A5|protein-coding	-4.198005583406331	4.69016107780819e-11	3.3633982896287598
NM_029005	Mlkl|9130019I15Rik|-|8|8 D3|protein-coding	-4.15602962908251	1.04081232144481e-08	2.1094373419838797
NM_001080780	Ret|PTC|RET51|RET9|c-Ret|-|6 E3-F1|6 55.86 cM|protein-coding	-4.14184400752005	1.6287080994944399e-09	2.5400972936046498
NM_011636	Plscr1|MmTRA1a|MmTRA1b|Nor1|Tra1|Tra1a|Tra1b|Tras1|Tras2|-|9 E3.3|9|protein-coding	-4.13436315781645	1.16552194822089e-10	3.22712054075657
NM_010567	Inppl1|51C|SHIP2|-|7 F1|7|protein-coding	-4.13428314583492	2.80301786300684e-11	3.693632945337
NM_008651	Mybl1|A-myb|G1-419-6|repro9|-|1 A2|1 2.08 cM|protein-coding	-4.13229071535187	3.21301553604584e-09	2.39793282123289
NM_016904	Cks1b|2410005G18Rik|2610005D03Rik|AA407784|Cks1|sid1334|-|3 F1|3|protein-coding	-4.11785610968986	1.0592871877506899e-12	5.49630189618878
NM_001110162	Cdca2|2610311M19Rik|AI586158|-|14 D1|14|protein-coding	-4.10853176491334	4.50709808674419e-12	4.57121794547746
NM_178252	Arhgap33|AW324378|NOMA-GAP|Snx26|TCGAP|-|7 B1|7|protein-coding	-4.09152136765602	4.4528707212395e-11	3.65354299230932
NM_134022	6330403K07Rik|AI415455|AV161034|UGS148|RP23-83I13.10|11 B4|11|protein-coding	-4.05375905436395	2.8287033946749105e-08	2.0152128332766797
NM_007634	Ccnf|CycF|Fbxo1|-|17 A3.3|17 12.32 cM|protein-coding	-4.0533789180547295	4.10979052440658e-12	4.96199786884654
NM_025492	1700020L24Rik|-|RP23-249K18.3|11|11 B5|protein-coding	-4.03710125551977	1.58780795069623e-08	2.16321440116691
NM_009545	Pcgf2|Mel18|Rnf110|Zfp144|mel-18|RP23-94N18.7|11 C1-C3|11 61.06 cM|protein-coding	-4.01860914718221	1.40490050725393e-10	3.4667916279986697
NM_009862	Cdc45|Cdc45l|-|16 A3|16 11.63 cM|protein-coding	-4.01709115890643	4.50709808674419e-12	5.15558128475108
NM_001195065	Phactr2|AV158170|BC012871|RP23-104K14.1|10 A2|10|protein-coding	-4.01017098265038	7.99026088670971e-10	2.94478058433143
NM_001081336	Dgkh|5930402B05Rik|D130015C16|mCG_120030|14 D3|14|protein-coding	-4.002057489272359	3.021485943405811e-11	4.1290089756904
NM_001256042	Hsf4|HSF 4|HSTF 4|HSTF4|ldis1|mHSF4|-|8|8 D1|protein-coding	-3.98832353857721	7.73305414465918e-09	2.39798772329273
NR_075088	Cenpk|B130045K24Rik|BB232189|C530004N04Rik|Cenp-K|Solt|Solzt|-|13 D1|13|protein-coding	-3.98832353857721	7.73305414465918e-09	2.39798772329273
NM_133348	Acot7|2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1|RP23-421E12.1|4 E2|4|protein-coding	-3.9812807001091897	1.77733058219641e-12	6.97037806083945
NM_008685	Nfe2|45kDa|NF-E2|p45|p45NFE2|p45nf-e2|-|15 F3|15 58.62 cM|protein-coding	-3.97203328180961	9.0597368788627e-09	2.38297517526779
NM_009657	Aldoc|AI847350|AU040929|Aldo3|Scrg2|-|11 B5|11 46.74 cM|protein-coding	-3.9604293943728	3.99712685416715e-09	2.60632150964733
NM_013613	Nr4a2|HZF-3|NOT|Nurr1|RNR-1|TINOR|TINUR|RP23-271B15.1|2 C1.1|2 31.66 cM|protein-coding	-3.9538671511432795	2.9401902487068998e-12	6.57728582950165
NM_013674	Irf4|AI385587|IRF-4|LSIRF|Spip|RP23-213G18.1|13|13 A3.3|protein-coding	-3.9502264830167997	5.614512141590241e-12	5.744193167565499
NM_001164202	Gm8369|EG666926|-|19 A|19|protein-coding	-3.9358605186816096	4.50709808674419e-12	6.204400001331201
NM_010931	Uhrf1|AL022808|ICBP90|Np95|RNF106|-|17|17 D-E1|protein-coding	-3.9276681126171202	4.1634934593170494e-12	6.47523324524043
NM_183287	2610318N02Rik|AL033325|-|16 A3|16|protein-coding	-3.9223439351562797	5.68695659424834e-10	3.24808103473813
NM_001289916	Rora|9530021D13Rik|Nr1f1|ROR1|ROR2|ROR3|nmf267|sg|staggerer|tmgc26|RP23-82F10.1|9 C|9 37.45 cM|protein-coding	-3.9116631080944706	3.3235122957009707e-12	7.539890992145151
NM_013882	Gtse1|B99|Gtse-1|-|15 E2|15 40.42 cM|protein-coding	-3.90295235766387	2.92762357809892e-11	4.654956525342509
NM_029835	Ticrr|5730590G19Rik|BC028450|Lrrk1|-|7 D3|7|protein-coding	-3.8994167237235	2.81903297345954e-11	4.70109615860066
NM_007691	Chek1|C85740|Chk1|rad27|-|9|9 A5.3|protein-coding	-3.88836375067693	2.35032544543243e-10	3.67536905130352
NM_001013377	Arhgef39|E130306D19Rik|RP23-195K8.7|4 B1|4|protein-coding	-3.8877030474573795	2.07337984313054e-08	2.3054747855984
NM_001301368	Cdkn2c|C77269|INK4c|p18|p18-INK4c|p18-INK6|p18INK4c|RP23-320F19.3|4 C7|4 51.32 cM|protein-coding	-3.8811317885586103	4.9628596270786205e-11	4.44686973957805
NM_012055	Asns|-|-|6 A1|6|protein-coding	-3.86784704482161	4.3693944175905095e-08	2.15446310781297
NM_010655	Kpna2|2410044B12Rik|IPOA1|PTAC58|Rch1|RP23-170A23.5|11 E1|11|protein-coding	-3.8589554426753505	1.10052607085525e-08	2.51287633018765
NM_001289549	St6galnac6|ST6GalNAcVI|Siat7f|RP23-17P12.2|2 B|2|protein-coding	-3.8245591322272796	8.17925124984218e-10	3.4050375656834
