Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGhi-LCMV-12d vs. RNA-LCMV-0d logFC	KLRGhi-LCMV-12d vs. RNA-LCMV-0d FDR	KLRGhi-LCMV-12d vs. RNA-LCMV-0d logCPM
NM_013820	Hk2|AI642394|HKII|-|6 C3|6 35.94 cM|protein-coding	-4.39670889615373	5.561129168561429e-13	4.37933306897521
NM_001146325	Tigit|ENSMUSG00000071552|Vstm3|-|16 B4|16|protein-coding	-4.37643513949592	1.09906409348717e-11	3.41230198556139
NM_010578	Itgb1|4633401G24Rik|AA409975|AA960159|CD29|ENSMUSG00000051907|Fnrb|Gm9863|gpIIa|-|8 E2|8|protein-coding	-4.357802668571201	1.60592559093984e-14	10.342941599733301
NM_001081166	Phf21b|A730032D07Rik|-|15 E2|15|protein-coding	-4.35312172717983	3.2906770282158906e-12	3.8574932855655897
NM_026988	Ptms|2610009E16Rik|-|6 F2|6|protein-coding	-4.33378106498683	1.32957886507116e-13	5.558110609281781
NM_134133	Smim3|2010002N04Rik|AI195350|AW561905|Nid67|cI-41|-|18 D3|18|protein-coding	-4.32344252748478	3.6670392207223996e-11	3.1953779568763
NM_010194	Fes|AI586313|BB137047|FPS|c-fes|-|7 D3|7 45.65 cM|protein-coding	-4.3101643239766405	3.10439289422596e-11	3.26873143680914
NM_134082	Farp1|AW228844|BC030329|Cdep|-|14 E5|14|protein-coding	-4.2863318659608	1.41481822869267e-11	3.54619185726646
NM_001080780	Ret|PTC|RET51|RET9|c-Ret|-|6 E3-F1|6 55.86 cM|protein-coding	-4.27648649235284	5.21249321831799e-10	2.6231377495623196
NM_183037	Trim46|TRIFIC|-|3 F1|3|protein-coding	-4.22459315145114	2.2920971942997303e-12	4.47718750922554
NM_019418	Tnfsf14|HVEM-L|HVEML|LIGHT|LTg|Ly113|-|17|17 D-E1|protein-coding	-4.21812498213339	6.15989337790483e-13	5.30275436134571
NM_001081127	Adamts14|Adamts-14|TS14|-|10 B4|10|protein-coding	-4.217683519088101	2.9307211811503805e-13	6.0136285619214105
NM_008495	Lgals1|AA410090|Gal-1|Galbp|L-14.5|L14|Lect14|galectin-1|-|15 E|15 37.7 cM|protein-coding	-4.19382750695057	1.2101577360951402e-13	9.09228498695161
NM_001099631	Sh2d5|BC036961|-|4 D3|4|protein-coding	-4.18741371660485	1.3304388337576499e-09	2.5400061088482
NM_010567	Inppl1|51C|SHIP2|-|7 F1|7|protein-coding	-4.18463467238037	2.14402961045556e-11	3.6985153115282703
NM_025980	Nrarp|2700054M22Rik|RP23-132N23.2|2 A3|2|protein-coding	-4.17865258674683	8.00248788548423e-12	4.08892248707286
NM_010304	Gna15|G[a]15|Galpha15|-|10 C1|10 39.72 cM|protein-coding	-4.17195414782206	3.82337792607243e-13	6.47789514624656
NM_025492	1700020L24Rik|-|RP23-249K18.3|11|11 B5|protein-coding	-4.140989676061681	7.31787732648875e-09	2.2166015872522102
NM_007534	Bcl2a1b|A1-b|-|9 E3.1|9|protein-coding	-4.13382993295564	5.48419371953908e-12	4.45818053931482
NM_198664	Tbc1d2|A630005A06Rik|BC022630|Gm1037|PARIS-1|PARIS1|RP23-117B19.7|4 B1|4|protein-coding	-4.1320634846296205	7.995477438609259e-09	2.20834086033465
NM_001033290	Gpr55|Gm218|Lpir1|-|1 C5|1|protein-coding	-4.12344774765382	3.12707729377978e-11	3.7506741208306495
NM_177780	Dock5|1110060D06Rik|AI666732|AI956923|BC016533|E130320D18|lr2|rlc|-|14 D1|14|protein-coding	-4.08017172515076	6.3086695757242e-13	7.60016558891855
NM_001159901	Hopx|1110018K11Rik|1200015P04Rik|2300002F06Rik|AI848177|AW490897|Cameo|Hdop|Hod|Hop|Ob1|Obl|Toto|-|5 C3.3|5|protein-coding	-4.01338861468925	1.45821105518155e-12	7.38338376972391
NM_181819	Wfikkn2|2610304F08Rik|AY100450|Gasp1|WFIKKNRP|RP23-244C22.2|11|11 C|protein-coding	-4.00143995943488	4.54616947025643e-12	5.526175467285549
NM_001289916	Rora|9530021D13Rik|Nr1f1|ROR1|ROR2|ROR3|nmf267|sg|staggerer|tmgc26|RP23-82F10.1|9 C|9 37.45 cM|protein-coding	-3.9910899712258305	1.85778859108572e-12	7.572100484191541
NM_007403	Adam8|CD156|CD156a|E430039A18Rik|MS2|-|7|7 F3-F5|protein-coding	-3.95818141018951	6.414758812660799e-11	4.04559838254717
NM_001145920	Runx2|AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a|-|17 B3|17 21.33 cM|protein-coding	-3.9559865695631498	3.7227148086594504e-12	6.661671100306161
NM_009807	Casp1|ICE|Il1bc|-|9 A1|9 2.46 cM|protein-coding	-3.94547266713762	4.7765109041391104e-11	4.24861121356256
NM_009910	Cxcr3|Cd183|Cmkar3|RP23-49C8.4|X D|X 44.58 cM|protein-coding	-3.93114030893421	4.38250219008422e-12	6.86491908928591
NM_175170	Pogk|9130401E23Rik|BASS2|mKIAA1513|-|1 H2.3|1|protein-coding	-3.9241520263976	4.53524300120583e-12	6.946980020073791
NM_008685	Nfe2|45kDa|NF-E2|p45|p45NFE2|p45nf-e2|-|15 F3|15 58.62 cM|protein-coding	-3.9074957686923506	2.25343200005602e-08	2.28112925279425
NM_028013	Endod1|2210414F18Rik|2310067E08Rik|C85344|-|9|9 A3|protein-coding	-3.89112974011754	3.33211209075269e-11	4.78987800118397
NM_007585	Anxa2|AW215814|Cal1h|CT009708.1|9 C|9 38.58 cM|protein-coding	-3.88604989298146	1.24822910716218e-11	5.91819604012662
NM_175437	Gsap|A530088I07Rik|Pion|-|5 A3|5|protein-coding	-3.88565396386852	8.797949060051038e-12	6.4572336532321
NM_001045513	Raph1|9430025M21Rik|C730009O10Rik|Lpd|-|1 C2|1|protein-coding	-3.8819368172369098	2.6566213522365096e-10	3.7220276409416
NM_001037722	Adam15|MDC15|metargidin|-|3 F1|3 39.07 cM|protein-coding	-3.8680965362245203	4.58586049023547e-09	2.7708492530889703
NM_011798	Xcr1|Ccxcr1|Gpr5|mXcr1|-|9 F4|9 74.71 cM|protein-coding	-3.85967773831209	6.842202766721889e-09	2.672158199723
NM_183408	Pde4a|D9Ertd60e|Dpde2|-|9 A3|9 7.73 cM|protein-coding	-3.82793219185865	2.0283261222526997e-09	3.11826135622607
NM_001127349	Snx10|2410004M09Rik|-|6 B3|6|protein-coding	-3.8181739441265203	2.6241724972437998e-11	5.750524578414231
NM_008798	Pdcd1|Ly101|PD-1|Pdc1|-|1 D|1|protein-coding	-3.8077068673100096	1.7210271961914997e-09	3.2286116959772997
NM_009630	Adora2a|A2AAR|A2aR|AA2AR|-|10 B5.3|10|protein-coding	-3.80594846382447	1.75856661367647e-11	6.83140074128358
NM_001290641	Dab2ip|2310011D08Rik|AI480459|Aip1|mKIAA1743|RP23-4L24.1|2 B|2|protein-coding	-3.7913930298445897	6.7932940892416e-08	2.17491401765826
NM_026012	Nradd|2610311B09Rik|BB104149|NRDD|NRH2|PLAIDD|-|9 F2|9|protein-coding	-3.7879015743515803	5.94260676895238e-09	2.86325114803524
NM_029075	Stx11|5830405C08Rik|-|10 A1|10|protein-coding	-3.77517337650198	1.0761744106248201e-10	4.76760428464582
NR_045795	Gm16702|AU016609|-|17 A1|17 4.92 cM|ncRNA	-3.76321916364973	8.87756082967669e-08	2.1492506580506
NM_001285999	Plekhg5|BC023181|Syx|RP23-284C20.1|4 E2|4|protein-coding	-3.7505672951825297	7.333302331867629e-10	3.7733952944924303
NM_008365	Il18r1|Il18ralpha|Il1rrp|-|1 B|1|protein-coding	-3.73516333984814	2.46808222443938e-11	8.733214549393299
NM_001163539	5430427O19Rik|-|RP23-311G7.1|X|X B|protein-coding	-3.7221370941718703	9.18033077632527e-10	3.7873433928999196
NM_001145799	Ctla2a|Ctla-2a|-|13 B2|13 32.56 cM|protein-coding	-3.7104043191502796	6.04158994207919e-11	6.38124653565716
NM_009643	Ahnak|DY6|-|19 A|19|protein-coding	-3.70905690293054	3.15869843754313e-11	10.3047698918695
NR_015505	Firre|5830467J12Rik|6720401G13Rik|AW048145|-|X A5|X|ncRNA	-3.70856783161396	3.2767496815613e-10	4.43197503380397
NM_007659	Cdk1|Cdc2|Cdc2a|p34<CDC2>|-|10 B5.3|10 36.07 cM|protein-coding	-3.68633221998988	5.35824590963054e-08	2.41649554224475
NM_001033525	Kcnk6|D7Ertd764e|Toss|Twik2|-|7 B1|7 16.94 cM|protein-coding	-3.6810415848058398	1.78471812762079e-08	2.76529832899939
NM_023465	Ctnnbip1|1110008O09Rik|2310001I19Rik|AW457332|Catnbip1|Icat|RP23-153G17.3|4 E2|4|protein-coding	-3.67770577357616	2.2853906081030603e-09	3.53323944115416
NM_001035510	Zcchc18|1500031H04Rik|Sizn2|RP23-389M3.9|X F1|X|protein-coding	-3.67167901282858	1.24991274398172e-09	3.85509522006737
NM_011636	Plscr1|MmTRA1a|MmTRA1b|Nor1|Tra1|Tra1a|Tra1b|Tras1|Tras2|-|9 E3.3|9|protein-coding	-3.6435872209911095	2.55573141133589e-08	2.73111121920983
NM_025563	2010012O05Rik|4930569L17Rik|AI413851|AI467257|-|19|19 D1|protein-coding	-3.6179209552144598	2.64882049427172e-10	5.59688253162565
NM_146248	Cchcr1|Hcr|-|17 B1|17|protein-coding	-3.60660911127557	1.5235180954109198e-09	4.06188745520861
NM_177733	E2f2|9230110J10|E130207A07|RP23-118A9.2|4 D3|4|protein-coding	-3.59560283253156	2.35547750165457e-10	6.11680751985682
NM_007609	Casp4|Casp11|Caspl|ich-3|-|9 A1|9 2.46 cM|protein-coding	-3.5800988887849905	1.4937264849948698e-07	2.32011980334952
NM_001285997	Prc1|D7Ertd348e|-|7 D3|7 45.62 cM|protein-coding	-3.55624407124158	5.48887769295059e-09	3.59481688680807
NM_172723	Adap1|4930431P11Rik|Centa1|GC1L|p42IP4|-|5 G2|5|protein-coding	-3.5240078815207405	3.28576783553768e-09	4.045784148767351
NM_001163270	Baiap3|Bap3|Gm937|-|17 A3.3|17|protein-coding	-3.5147239819767497	2.83563238790744e-10	9.014819759008109
NM_001081163	Chsy1|mKIAA0990|-|7 C|7|protein-coding	-3.51201003350356	2.89904022661501e-10	9.122845878111551
NM_175460	Nmnat2|AI843915|D030041I09Rik|PNAT1|PNAT2|-|1 G3|1|protein-coding	-3.4930699757446897	2.82723313431736e-09	4.33103429555981
NM_053214	Myo1f|C330006B10Rik|-|17 B-C|17 17.98 cM|protein-coding	-3.4858812666568197	3.89986419209298e-10	8.73036463912633
NM_053178	Acsbg1|BG1|Bgm|E230019G03Rik|Lpd|R75185|mKIAA0631|-|9 A5.3|9|protein-coding	-3.4746933862850695	6.57125979013208e-10	6.69701714686568
NM_053153	Klra18|Ly49r|-|6 F3|6|protein-coding	-3.45834316737316	4.406810528568481e-08	3.02739657033144
NM_020577	As3mt|2310045H08Rik|Cyt19|-|19|19 D1|protein-coding	-3.4402353667313	9.49844332182718e-10	6.692228573223491
NM_001289549	St6galnac6|ST6GalNAcVI|Siat7f|RP23-17P12.2|2 B|2|protein-coding	-3.4374436768257404	5.3879392022727695e-08	3.0084918734422006
NM_009657	Aldoc|AI847350|AU040929|Aldo3|Scrg2|-|11 B5|11 46.74 cM|protein-coding	-3.41641497088703	8.81479166255513e-07	2.0695045943784898
NM_133348	Acot7|2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1|RP23-421E12.1|4 E2|4|protein-coding	-3.3993822910524907	1.6255284836421698e-09	6.388735646941919
NM_029100	Sepn1|1110019I12Rik|AI414492|-|4 D3|4|protein-coding	-3.3776865372927003	7.74335816144492e-09	4.38158118544936
NM_172603	Phf11a|4933417L10Rik|Phf11|Phf11l|-|14 C3|14|protein-coding	-3.37764954141402	1.8416786308548399e-07	2.7079685995287206
NM_007669	Cdkn1a|CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF|-|17 A3.3|17 15.12 cM|protein-coding	-3.3537362088713394	1.5589280309916001e-06	2.01370782521639
NM_007754	Cpd|AA960140|AW322530|D830034L15Rik|RP23-396O3.1|11 B5|11 46.05 cM|protein-coding	-3.34600849889296	7.36415089864771e-07	2.29702494572747
NM_009851	Cd44|AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1|RP23-203N8.3|2 E2|2 54.13 cM|protein-coding	-3.34569539116231	2.77115478456824e-09	6.4522574286439
NR_045264	AI847159|OTTMUSG00000015420|RP24-388N11.3|2|2|ncRNA	-3.33733377552953	1.7908459863401003e-08	4.04123426914427
NM_001081336	Dgkh|5930402B05Rik|D130015C16|mCG_120030|14 D3|14|protein-coding	-3.33437627553335	4.49286530258296e-08	3.4725932684461895
NM_008478	L1cam|CD171|L1|N-CAM-L1|NCAM-L1|RP23-373N8.1|X A6-B|X 37.43 cM|protein-coding	-3.3312007877007206	5.31426711324434e-09	5.4364859673859
NM_010496	Id2|AI255428|C78922|Idb2|bHLHb26|-|12 B|12 8.57 cM|protein-coding	-3.32609481873058	2.2844189277041605e-09	8.374954660934629
NM_010649	Klra4|Chok|Klra32|Klra33|Ly-49d|Ly49d|ly49r<129>|RP23-128D23.4|6 F3|6 63.44 cM|protein-coding	-3.29367711640643	2.20437713184448e-07	2.8791750619666803
NM_010137	Epas1|HIF-2alpha|HIF2A|HLF|HRF|MOP2|bHLHe73|-|17 E4|17|protein-coding	-3.29043278513376	7.85921570458963e-09	5.44796196408794
NM_010272	Gdf11|BMP-11|Bmp11|-|10 D3|10|protein-coding	-3.28373599264894	2.37964279562072e-08	4.18717891574841
NM_001167949	Atp2b4|Pmca4|-|1 E4|1 57.95 cM|protein-coding	-3.27615018627171	4.54152996565709e-09	7.412354129707709
NM_033581	Pcdhgc3|PC43|Pcdh2|-|18 B3|18 19.67 cM|protein-coding	-3.24892363966112	2.33358317753e-08	4.498102903956981
NM_009437	Tst|Rhodanese|-|15 E1|15 37.47 cM|protein-coding	-3.24557762301448	1.14039821733906e-06	2.37298744404264
NM_008367	Il2ra|CD25|Il2r|Ly-43|-|2 A2-A3|2 8.91 cM|protein-coding	-3.2319816721608197	2.77085358981667e-07	2.98459806137984
NM_133753	Errfi1|1300002F13Rik|AI788755|Mig-6|Mig6|RALT|RP23-272N19.4|4|4 E1|protein-coding	-3.22939285134317	1.31726106942335e-08	5.60498355582286
NM_153058	Mapre2|AI314113|C820009F03Rik|D18Abb1e|EB1|EB2|RP1|-|18 A2|18 12.08 cM|protein-coding	-3.17927742132226	1.2117961914453799e-08	7.50431195097781
NM_133662	Ier3|AI663993|IEX-1|cI-3|gly96|-|17 B1|17|protein-coding	-3.1629763688344403	1.30285136176683e-07	3.71946788402771
NM_027154	Tmbim1|2310061B02Rik|AA960455|AU024746|C78899|RECS1|Tmbib1|mKIAA4161|-|1 C3|1|protein-coding	-3.1559090138804002	1.9097632161679002e-07	3.4932479301707406
NM_029519	Rap2a|5830461H18Rik|-|14 E4|14 64.72 cM|protein-coding	-3.1374744643156998	2.5326270383672002e-08	6.17811735039046
NR_028427	5830416P10Rik|4833407H14Rik|5430437C04Rik|ENSMUSG00000074788|Gm10758|-|19 D2|19|ncRNA	-3.12759072286186	2.54037342384726e-08	6.43964779732154
NM_133720	Cysltr2|2300001H05Rik|CYSLT2R|Cltr2|Cyslt2|-|14 D3|14|protein-coding	-3.11588406226069	3.8228574569238796e-07	3.27715936300128
NM_010392	H2-Q2|BE136769|ENSMUSG00000079507|Gm11132|H-2Q2|gs14-2|-|17 B1|17 18.64 cM|protein-coding	-3.10118976264494	3.8580785939478295e-07	3.3390458872842004
NM_009603	Chrne|AChrepsilon|Acre|nAChRE|DN-183N8.9|11 B3|11 43.14 cM|protein-coding	-3.09646552552328	4.38348883303154e-06	2.2415262856338103
NM_011851	Nt5e|2210401F01Rik|AI447961|CD73|NT|Nt5|eNT|-|9|9 E3.2|protein-coding	-3.07810566719281	8.4127172762589e-08	4.8150021160326295
NM_001252292	Mest|AA408879|AI256745|Peg1|121a|6 B1|6 12.53 cM|protein-coding	-3.0740565740156605	2.25420421100727e-06	2.56656636075869
NM_133501	Ntng2|2610016D08Rik|Lmnt2|RP23-170D24.1|2 B|2 19.57 cM|protein-coding	-3.0618939956292004	8.71922654031238e-08	4.99396463266671
NM_008484	Lamb3|-|-|1 H2-H6|1 97.71 cM|protein-coding	-3.0551086616466803	6.390135272773561e-07	3.2613021534687503
NM_023913	Ern1|9030414B18Rik|AI225830|C85377|Ire1a|Ire1alpha|Ire1p|RP23-418O11.11-001|11 E1|11|protein-coding	-3.0506433138470297	7.795592533604799e-08	5.50910453721085
NM_008348	Il10ra|AW553859|CDw210|CDw210a|Il10r|mIL-10R|-|9 A5.2|9 24.84 cM|protein-coding	-3.03525950340167	5.5257578922530306e-08	7.15172532980746
NM_008197	H1f0|D130017D06Rik|H1(0)|H1fv|-|15 E1|15 37.7 cM|protein-coding	-3.01939437240437	2.300637468526e-07	4.27503529843997
NM_183315	Ctxn1|BC028881|Ctxn|-|8 A1.1|8 1.99 cM|protein-coding	-3.0150590057792903	4.45643841737622e-06	2.4522463015319302
NM_175645	Xylt1|8030490L12|-|7 F2|7|protein-coding	-3.00880423056358	3.27307162661079e-07	4.02974930293112
NM_019980	Litaf|3222402J11Rik|C85531|N4WBP3|TBX1|-|16|16 B1-B3|protein-coding	-3.0073464493734106	7.96069035444636e-07	3.36163958210512
NM_011676	Unc119|D11Bhm52|HRG4|MRG4|Rg4|Rtg4|Unc119h|RP23-185A18.16-002|11 B5|11 46.74 cM|protein-coding	-3.0057017723370896	1.39396612934577e-07	5.26699665759237
NM_001290316	Vsig10l|-|-|7 B4|7|protein-coding	-2.99675121666851	2.25039548844248e-06	2.82631167174847
NM_207298	Cercam|2600006K01Rik|AL024097|Ceecam1|RP23-443G7.3|2 B|2 20.76 cM|protein-coding	-2.98862313593002	1.8956949345594601e-07	5.02728634102637
NR_110357	Kctd17|2900008M13Rik|AA414907|AW742389|N28155|-|15 E1|15|protein-coding	-2.97773025929205	2.97527202576711e-06	2.76000359977745
NM_001033399	Gfod1|9630032O13|AI850995|-|13 A4|13|protein-coding	-2.9771983804933195	1.4740122395190402e-07	5.669032954020031
NR_003513	Neat1|2310043N10Rik|VINC|-|19 A|19|ncRNA	-2.97431579708477	8.4127172762589e-08	9.279662563522132
NM_001285788	Ildr1|AU041483|AU044638|-|16 B3|16|protein-coding	-2.9485617526166004	7.77602427581607e-07	3.7455391365408097
NM_177353	Slc9a7|A530087D17Rik|NHE7|RP23-24L23.2|X A1.3|X|protein-coding	-2.94135519860231	3.22758284289424e-07	4.71945135426847
NM_028849	Cldnd2|1700071E18Rik|-|7|7 B2|protein-coding	-2.92944165747887	3.81622244649053e-06	2.8155090088853902
NR_030721	Foxd2os|9130206I24Rik|-|4 D1|4|ncRNA	-2.9270513294071603	8.498056226998511e-06	2.43822806837666
NM_001033380	Itpripl2|C130081G24|E030018N11Rik|-|7 F1|7|protein-coding	-2.9201810616478903	1.8093559484100498e-06	3.2851614675804903
NM_026779	Mocos|1110018O12Rik|HMCS|MCS|MOS|-|18 A2|18|protein-coding	-2.9077953998147597	5.0345881287525805e-06	2.7486905213029504
NM_176830	Leprel4|1110036O03Rik|AI413214|Sc65|RP23-392I3.4|11 D|11|protein-coding	-2.89833007379919	1.2486632861145e-05	2.35081864958596
NM_001082412	Slc25a53|2310046F18Rik|2810402A17Rik|AI448995|AI841128|Mcart6|-|X F1|X|protein-coding	-2.86746357951059	5.57909267430721e-07	4.90994556218663
NM_013471	Anxa4|AI265406|AIV|AW106930|Anx4|Xanx-4|-|6 D1|6 37.75 cM|protein-coding	-2.8573499038837302	2.16680063406159e-06	3.5069793877015605
NM_030696	Slc16a3|Mct3|Mct4|RP23-378G22.1|11 E2|11|protein-coding	-2.84476639471016	5.46612661789781e-06	2.96042440434857
NM_001164202	Gm8369|EG666926|-|19 A|19|protein-coding	-2.8370766840377404	7.03416992225722e-07	5.162961497118849
NM_175164	Arhgap26|1810044B20Rik|2610010G17Rik|4933432P15Rik|AI853435|mKIAA0621|-|18 B3|18|protein-coding	-2.83252008609057	3.93773356921174e-07	7.48372639594064
NM_001162999	Fnip2|D630023B12Rik|mKIAA1450|-|3 E3|3|protein-coding	-2.82253315846643	4.10964001051645e-05	2.0044627455521598
NM_021494	Dennd5a|1500012B19Rik|AJ245569|AW496491|ORF37|Rab6ip1|mKIAA1091|-|7 F1|7|protein-coding	-2.8186987721608996	5.010993307569899e-07	6.765924168572379
NM_178624	Fbxl2|2810423A21Rik|Fbl3|-|9 F3|9|protein-coding	-2.80871274865035	1.42729883275653e-06	4.32381931396098
NM_010950	Numbl|nbl|-|7 A3|7|protein-coding	-2.80524015018912	2.8935993320112e-06	3.62039186138967
NM_028038	Ddx28|2410004K13Rik|AI449652|Mddx28|-|8 D3|8|protein-coding	-2.7946706103405203	8.419127404526279e-07	5.612344193553361
NM_033042	Tnfrsf25|APO-3|DDR3|DR3|LARD|TR3|TRAMP|Tnfrsf12|WSL-1|WSL-LR|Wsl|RP23-284C20.2|4|4 E1|protein-coding	-2.7900559308756603	6.56161789808841e-07	6.777516861624511
NM_016753	Lxn|-|-|3 E1|3 30.98 cM|protein-coding	-2.78179249278458	1.8763239151643102e-06	4.26925181048816
NM_028679	Irak3|4833428C18Rik|AI563835|IRAK-M|-|10 D2|10|protein-coding	-2.77131849117383	3.6338265179288e-05	2.24171411284233
NR_033508	Gm11110|ENSMUSG00000079414|-|-|ncRNA	-2.7687434227670003	3.47387600588678e-06	3.75420697608876
NM_026376	Plxnd1|6230425C21Rik|b2b1863Clo|b2b553Clo|-|6 E3|6|protein-coding	-2.7666676997057498	6.10815625341892e-06	3.2813299248607497
NR_105931	Mir3547|mmu-mir-3547|-|-|ncRNA	-2.75279501818313	2.3958322493231e-05	2.51407481220637
NM_021398	Slc43a3|Eeg1|SEEEG-1|RP23-232L15.1|2 E1|2|protein-coding	-2.74867118445748	5.13524815781271e-06	3.5204731765315698
NM_172685	Slc25a24|2610016M12Rik|DN-250O19.1|3 F3|3|protein-coding	-2.7470378268254705	1.53143256324119e-06	5.24209479775749
NM_010169	F2r|AI482343|Cf2r|Par1|ThrR|-|13 D1|13 50.21 cM|protein-coding	-2.73237192178786	9.69304120035919e-07	7.759443831708519
NM_001040085	Sytl2|AI266830|Slp2|mKIAA1597|-|7 E1|7|protein-coding	-2.72613262228118	1.32409508631402e-06	6.22934488234131
NM_007504	Atp2a1|SERCA1|-|7 F3|7 69.04 cM|protein-coding	-2.72040570779721	4.2839767619615205e-05	2.32056881849848
NR_073483	Aqp9|1700020I22Rik|AI266899|AQP-9|-|9 D|9|protein-coding	-2.71625766393727	8.54945275255039e-06	3.32789680535917
NM_001012236	Trex1|1661|AU041952|-|9 F2|9|protein-coding	-2.6892386601188796	1.8588357721313702e-06	6.25116775030936
NM_007630	Ccnb2|CycB2|-|9 D|9|protein-coding	-2.68390881128967	5.77504017519249e-05	2.28957875943477
NM_144807	Chpt1|-|-|10 C1|10|protein-coding	-2.68218789331733	4.2268225289206e-06	4.3466915004191
NM_053273	Ttyh2|1110001A03Rik|RP23-273C14.1|11 E2|11|protein-coding	-2.68049472190438	4.3239826186782796e-05	2.45245438468306
NM_153804	Plekhg3|BC030417|-|12 C3|12|protein-coding	-2.67557156234973	3.4542543796092004e-06	4.94160301492801
NM_001253353	Fam214b|B230312A22Rik|RP23-124L1.9|4 A5|4|protein-coding	-2.66918909118515	3.64685601191916e-06	4.94534370754179
NM_001005788	Zfp69|Gm1029|Krab2|Zfp63|RP23-182D20.5|4 D2.2|4 56.66 cM|protein-coding	-2.65528541797028	4.10342421761572e-05	2.57970489521338
NM_028331	C1qtnf6|2810036M19Rik|CTRP6|AL590144.2|15 E1|15|protein-coding	-2.6503999985779503	3.66329876171122e-05	2.66676319416584
NM_011897	Spry2|sprouty2|-|14 E2.3|14 56.16 cM|protein-coding	-2.6283139841056298	1.7853950247243698e-05	3.2814308268112997
NM_026835	Ms4a6d|1110058E16Rik|AI447446|Ms4a11|-|19 A|19|protein-coding	-2.6238658574210296	2.25845464007488e-05	3.12771797724855
NM_008036	Fosb|-|-|7 A2-B1|7 9.56 cM|protein-coding	-2.6226452261257203	3.2497662701435797e-06	6.65183859497654
NM_019449	Unc93b1|Unc-93B1|Unc93b|-|19 A|19|protein-coding	-2.61779449529184	5.99947873042244e-06	4.68287406673619
NM_008353	Il12rb1|CD212|IL-12R[b]|-|8 B3.3|8 34.21 cM|protein-coding	-2.6103735626554103	4.83686851342698e-06	5.4466822927587195
NM_178252	Arhgap33|AW324378|NOMA-GAP|Snx26|TCGAP|-|7 B1|7|protein-coding	-2.60671247920707	9.68413382302999e-05	2.28177195850665
NM_001081419	Dip2a|4931420H10Rik|AI426328|Dip2|Kiaa0184-hp|mKIAA0184|-|10 C1|10 38.76 cM|protein-coding	-2.5932703398280497	1.0249441477420401e-05	4.16859849205749
NM_021530	Slc4a8|AW493845|C230026C11|NDCBE|kNBC-3|-|15|15 F3|protein-coding	-2.59186040844016	1.77926167493385e-05	3.53388507285977
NM_177025	Cobll1|1810047P18Rik|Coblr1|D430044D16Rik|RP23-286N21.1|2|2 C3|protein-coding	-2.58214759821035	7.54676422699711e-06	5.0275934267918805
NM_145491	Rhoq|Arhq|TC10A|Tc10|-|17 E4|17 56.9 cM|protein-coding	-2.57392764115476	7.72632922826658e-06	5.10088977831105
NM_025385	Prr13|1110020C13Rik|2010324E22Rik|-|15 F3|15|protein-coding	-2.5722091407935803	4.45643841737622e-06	7.681280991512929
NM_011073	Prf1|Pfn|Pfp|Prf-1|-|10 B4|10 32.18 cM|protein-coding	-2.5721277195246204	4.30988329960827e-06	8.59610531845563
NM_010593	Jup|Ctnng|D930025P04Rik|PG|RP23-392I3.6|11 D|11 63.47 cM|protein-coding	-2.5695394778363903	1.6721613209380898e-05	3.81005821046379
NM_026428	Dcxr|0610038K04Rik|1810027P18Rik|RP23-84C12.19-003|11 E2|11|protein-coding	-2.56473765012772	4.849934775511721e-05	2.87441583763035
NM_007708	Cit|C030025P15Rik|CRIK|CRIK-SK|Cit-k|-|5 F|5|protein-coding	-2.5566789124981897	6.47646391921037e-05	2.7143154548260804
NM_013539	Spsb2|AI461677|C9|Grcc9|SSB2|-|6 F2|6 59.17 cM|protein-coding	-2.55391645659589	4.5745406977249796e-05	2.9704422100881
